"",in24.inetnebr.com,01/Aug/1995:00:00:01,/shuttle/missions/sts-68/news/sts-68-mcc-05.txt,1839,""
"",uplherc.upl.com,01/Aug/1995:00:00:07,/,0,""
"",uplherc.upl.com,01/Aug/1995:00:00:08,/images/ksclogo-medium.gif,0,""
"",uplherc.upl.com,01/Aug/1995:00:00:08,/images/MOSAIC-logosmall.gif,0,""
"",uplherc.upl.com,01/Aug/1995:00:00:08,/images/USA-logosmall.gif,0,""
"",ix-esc-ca2-07.ix.netcom.com,01/Aug/1995:00:00:09,/images/launch-logo.gif,1713,""
"",uplherc.upl.com,01/Aug/1995:00:00:10,/images/WORLD-logosmall.gif,0,""
"",slppp6.intermind.net,01/Aug/1995:00:00:10,/history/skylab/skylab.html,1687,""
"",piweba4y.prodigy.com,01/Aug/1995:00:00:10,/images/launchmedium.gif,11853,""
"",slppp6.intermind.net,01/Aug/1995:00:00:11,/history/skylab/skylab-small.gif,9202,""
"",slppp6.intermind.net,01/Aug/1995:00:00:12,/images/ksclogosmall.gif,3635,""
"",ix-esc-ca2-07.ix.netcom.com,01/Aug/1995:00:00:12,/history/apollo/images/apollo-logo1.gif,1173,""
"",slppp6.intermind.net,01/Aug/1995:00:00:13,/history/apollo/images/apollo-logo.gif,3047,""
"",uplherc.upl.com,01/Aug/1995:00:00:14,/images/NASA-logosmall.gif,0,""
"",133.43.96.45,01/Aug/1995:00:00:16,/shuttle/missions/sts-69/mission-sts-69.html,10566,""
"",kgtyk4.kj.yamagata-u.ac.jp,01/Aug/1995:00:00:17,/,7280,""
"",kgtyk4.kj.yamagata-u.ac.jp,01/Aug/1995:00:00:18,/images/ksclogo-medium.gif,5866,""
"",d0ucr6.fnal.gov,01/Aug/1995:00:00:19,/history/apollo/apollo-16/apollo-16.html,2743,""
"",ix-esc-ca2-07.ix.netcom.com,01/Aug/1995:00:00:19,/shuttle/resources/orbiters/discovery.html,6849,""
"",d0ucr6.fnal.gov,01/Aug/1995:00:00:20,/history/apollo/apollo-16/apollo-16-patch-small.gif,14897,""
"",kgtyk4.kj.yamagata-u.ac.jp,01/Aug/1995:00:00:21,/images/NASA-logosmall.gif,0,""
"",kgtyk4.kj.yamagata-u.ac.jp,01/Aug/1995:00:00:21,/images/MOSAIC-logosmall.gif,0,""
"",kgtyk4.kj.yamagata-u.ac.jp,01/Aug/1995:00:00:22,/images/USA-logosmall.gif,0,""
